label,message,message_length,label_encoded,message_clean
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,60,0,baaaaaaaabe! wake up ! i miss you ! i crave you! i need you!
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",74,0,"only just got this message, not ignoring you. yes, i was. shopping that is"
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,61,0,dear :-/ why you mood off. i cant drive so i brother to drive
ham,When did dad get back.,22,0,when did dad get back.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",408,0,"can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand."
ham,Yes just finished watching days of our lives. I love it.,56,0,yes just finished watching days of our lives. i love it.
ham,Juz go google n search 4 qet...,31,0,juz go google n search 4 qet...
ham,Many times we lose our best ones bcoz we are ,45,0,many times we lose our best ones bcoz we are 
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",138,0,"good friends care for each other.. close friends understand each other... and true friends stay forever beyond words, beyond time. gud ni8"
ham,Just getting back home,22,0,just getting back home
ham,"Sorry, I'll call later  &lt;#&gt; mins",38,0,"sorry, i'll call later  &lt;#&gt; mins"
ham,Dun need to use dial up juz open da browser n surf...,53,0,dun need to use dial up juz open da browser n surf...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,132,1,as one of our registered subscribers u can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe text stop
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,0,"awesome, plan to get here any time after like  &lt;#&gt; , i'll text you details in a wee bit"
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,283,0,take care and sleep well.you need to learn to change in life.you only need to get convinced on that.i will wait but no more conversations between us.get convinced by that time.your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",81,1,"for your chance to win a free bluetooth headset then simply reply back with ""adp"""
ham,You also didnt get na hi hi hi hi hi,36,0,you also didnt get na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them,60,0,ya but it cant display internal subs so i gotta extract them
ham,If i said anything wrong sorry de:-),36,0,if i said anything wrong sorry de:-)
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,103,0,how stupid to say that i challenge god.you dont think at all on what i write instead you respond immed.
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",65,0,"yeah i should be able to, i'll text you when i'm ready to meet up"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,149,0,v skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; if i dont make it hav gd night
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",200,0," says that he's quitting at least5times a day so i wudn't take much notice of that. nah, she didn't mind. are you gonna see him again? do you want to come to taunton tonight? u can tell me all about !"
ham,"When you get free, call me",26,0,"when you get free, call me"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,122,0,how have your little darlings been so far this week? need a coffee run tomo?can't believe it's that time of week already …
ham,Still at west coast... Haiz... Ü'll take forever to come back...,64,0,still at west coast... haiz... ü'll take forever to come back...
ham,MMM ... Fuck .... Merry Christmas to me,39,0,mmm ... fuck .... merry christmas to me
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,83,0,alright. thanks for the advice. enjoy your night out. i'ma try to get some sleep...
ham,Update your face book status frequently :),42,0,update your face book status frequently :)
ham,Just now saw your message.it k da:),35,0,just now saw your message.it k da:)
ham,Was it something u ate?,23,0,was it something u ate?
ham,So what did the bank say about the money?,41,0,so what did the bank say about the money?
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,72,0,aiyar dun disturb u liao... thk u have lots 2 do aft ur cupboard come...
ham,Hey they r not watching movie tonight so i'll prob b home early...,66,0,hey they r not watching movie tonight so i'll prob b home early...
ham,Yar lor... How u noe? U used dat route too?,43,0,yar lor... how u noe? u used dat route too?
ham,2mro i am not coming to gym machan. Goodnight.,46,0,2mro i am not coming to gym machan. goodnight.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,116,0,dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks
ham,Can u look 4 me in da lib i got stuff havent finish yet.,56,0,can u look 4 me in da lib i got stuff havent finish yet.
ham,Sounds great! Im going to sleep now. Have a good night!,55,0,sounds great! im going to sleep now. have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,137,1,don't b floppy... b snappy & happy! only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,How come u got nothing to do?,29,0,how come u got nothing to do?
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,96,0,nothing will ever be easy. but don't be looking for a reason not to take a risk on life and love
ham,i want to grasp your pretty booty :),36,0,i want to grasp your pretty booty :)
ham,I've got it down to a tea. not sure which flavour,49,0,i've got it down to a tea. not sure which flavour
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,61,0,i'm going 2 orchard now laready me reaching soon. u reaching?
ham,Dear i am not denying your words please,39,0,dear i am not denying your words please
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,141,0,you know my old dom i told you about yesterday ? his name is roger? he got in touch with me last night and wants me to meet him today at 2 pm
ham,COME BACK TO TAMPA FFFFUUUUUUU,30,0,come back to tampa ffffuuuuuuu
ham,"2 celebrate my bday, y else?",29,0,"2 celebrate my bday, y else?"
ham,Merry christmas to u too annie!,31,0,merry christmas to u too annie!
ham,Please tell me you have some of that special stock you were talking about,73,0,please tell me you have some of that special stock you were talking about
ham,I sent them. Do you like?,25,0,i sent them. do you like?
ham,"Awesome, be there in a minute",29,0,"awesome, be there in a minute"
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",379,0,"and that is the problem. you walk around in ""julianaland"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it's not that you don't know why i'm upset--it's that you don't listen when i tell you what is going to upset me. then you want to be surprised when i'm mad."
ham,I've told you everything will stop. Just dont let her get dehydrated.,69,0,i've told you everything will stop. just dont let her get dehydrated.
ham,Or I guess  &lt;#&gt;  min,26,0,or i guess  &lt;#&gt;  min
ham,I'm home. Ard wat time will u reach?,36,0,i'm home. ard wat time will u reach?
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",116,0,"if you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
ham,Aight should I just plan to come up later tonight?,50,0,aight should i just plan to come up later tonight?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,89,0,die... i accidentally deleted e msg i suppose 2 put in e sim archive. haiz... i so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",149,1,"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send ""go stop"" to 89123"
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,237,0,this is wishing you a great day. moji told me about your offer and as always i was speechless. you offer so easily to go to great lengths on my behalf and its stunning. my exam is next friday. after that i will keep in touch more. sorry.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",236,0,"thanks again for your reply today. when is ur visa coming in. and r u still buying the gucci and bags. my sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. later sha."
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",95,0,"sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,85,0,he said i look pretty wif long hair wat. but i thk he's cutting quite short 4 me leh.
ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,95,0,cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x
ham,Hey u still at the gym?,23,0,hey u still at the gym?
ham,Much better now thanks lol,26,0,much better now thanks lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",160,0,"nothing, smsing u n xy lor. sorry lor da guys neva c u in person but they sort of know u lor. so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",97,0,"lemme know when i can swing by and pick up, i'm free basically any time after 1 all this semester"
ham,Wa... U so efficient... Gee... Thanx...,39,0,wa... u so efficient... gee... thanx...
spam,3. You have received your mobile content. Enjoy,47,1,3. you have received your mobile content. enjoy
ham,S but not able to sleep.,24,0,s but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,65,1,want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min
ham,We will meet soon princess! Ttyl!,33,0,we will meet soon princess! ttyl!
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,76,0,i'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Oh :-)only 4 outside players allowed to play know,49,0,oh :-)only 4 outside players allowed to play know
ham,I anything lor.,15,0,i anything lor.
ham,Erutupalam thandiyachu,22,0,erutupalam thandiyachu
ham,"Y cant u try new invention to fly..i'm not joking.,",51,0,"y cant u try new invention to fly..i'm not joking.,"
ham,No..its ful of song lyrics..,28,0,no..its ful of song lyrics..
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",69,0,"what do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,159,0,true lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Shopping? Eh ger i toking abt syd leh...Haha,44,0,shopping? eh ger i toking abt syd leh...haha
ham,What not under standing.,24,0,what not under standing.
ham,have * good weekend.,20,0,have * good weekend.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,126,0,miss call miss call khelate kintu opponenter miss call dhorte lage. thats d rule. one with great phone receiving quality wins.
ham,Call me when you get the chance plz &lt;3,41,0,call me when you get the chance plz &lt;3
ham,The new deus ex game comin early next yr,40,0,the new deus ex game comin early next yr
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,162,0,my computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",171,0,"my friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,Probably a couple hours tops,28,0,probably a couple hours tops
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",62,0,"lol .. *grins* .. i'm not babe, but thanks for thinking of me!"
ham,Man this bus is so so so slow. I think you're gonna get there before me,71,0,man this bus is so so so slow. i think you're gonna get there before me
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,109,0,hope this text meets you smiling. if not then let this text give you a reason to smile. have a beautiful day.
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",135,0,"in case you wake up wondering where i am, i forgot i have to take care of something for grandma today, should be done before the parade"
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",123,1,"latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",158,1,"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
ham,Nvm take ur time.,17,0,nvm take ur time.
ham,So wat's da decision?,21,0,so wat's da decision?
ham,Wot is u up 2 then bitch?,25,0,wot is u up 2 then bitch?
ham,She told to hr that he want posting in chennai:)because i'm working here:),74,0,she told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,73,1,mobile club: choose any of the top quality items for your mobile. 7cfca1a
ham,When are you guys leaving?,26,0,when are you guys leaving?
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,148,0,he neva grumble but i sad lor... hee... buy tmr lor aft lunch. but we still meetin 4 lunch tmr a not. neva hear fr them lei. ü got a lot of work ar?
ham,Not able to do anything.,24,0,not able to do anything.
ham,Ü takin linear algebra today?,29,0,ü takin linear algebra today?
ham,This weekend is fine (an excuse not to do too much decorating),62,0,this weekend is fine (an excuse not to do too much decorating)
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",132,0,"sorry i missed you babe. i was up late and slept in. i hope you enjoy your driving lesson, boytoy. i miss you too ... *teasing kiss*"
ham,Now project pa. After that only i can come.,43,0,now project pa. after that only i can come.
spam,Money i have won wining number 946 wot do i do next,51,1,money i have won wining number 946 wot do i do next
ham,"Sure, whenever you show the fuck up &gt;:(",42,0,"sure, whenever you show the fuck up &gt;:("
ham,That was random saw my old roomate on campus. He graduated,58,0,that was random saw my old roomate on campus. he graduated
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",125,0,"men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. but the law allows only one wife...."
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,94,0,that sucks. so what do you got planned for your yo valentine? i am your yo valentine aren't i?
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",104,0,"just got part nottingham - 3 hrs 63miles. good thing i love my man so much, but only doing 40mph. hey ho"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,94,0,what to think no one saying clearly. ok leave no need to ask her. i will go if she come or not
ham,Hi good mornin.. Thanku wish u d same..,39,0,hi good mornin.. thanku wish u d same..
ham,DO U WANT 2 MEET UP 2MORRO,26,0,do u want 2 meet up 2morro
ham,Actually I decided I was too hungry so I haven't left yet :V,60,0,actually i decided i was too hungry so i haven't left yet :v
ham,I've sent ü my part..,21,0,i've sent ü my part..
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,158,0,cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",162,1,"i want some cock! my hubby's away, i need a real man 2 satisfy me. txt wife to 89938 for no strings action. (txt stop 2 end, txt rec £1.50ea. otbox 731 la1 7ws. )"
ham,Understand. his loss is my gain :) so do you work? School?,58,0,understand. his loss is my gain :) so do you work? school?
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,120,0,how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx
ham,"Hiya, probably coming home * weekend after next",47,0,"hiya, probably coming home * weekend after next"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,110,0,don't forget though that i love you .... and i walk beside you. watching over you and keeping your heart warm.
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,205,0,i wish things were different. i wonder when i will be able to show you how much i value you. pls continue the brisk walks no drugs without askin me please and find things to laugh about. i love you dearly.
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,73,0,ok both our days. so what are you making for dinner tonite? am i invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,160,1,gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send stop to 89070
ham,I have no money 4 steve mate! !,31,0,i have no money 4 steve mate! !
ham,IM LATE TELLMISS IM ON MY WAY,29,0,im late tellmiss im on my way
ham,Normally i use to drink more water daily:),42,0,normally i use to drink more water daily:)
ham,Dare i ask... Any luck with sorting out the car?,48,0,dare i ask... any luck with sorting out the car?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",137,0,"party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",105,0,"urgh, coach hot, smells of chip fat! thanks again, especially for the duvet (not a predictive text word)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,155,0,hiya. how was last night? i've been naughty and bought myself clothes and very little ... ready for more shopping tho! what kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,143,1,freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv
ham,I've been trying to reach him without success,45,0,i've been trying to reach him without success
ham,when you and derek done with class?,35,0,when you and derek done with class?
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,77,0,never y lei... i v lazy... got wat? dat day ü send me da url cant work one...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,159,0,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... always remember a stupid friend is here to share... bslvyl
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,124,0,hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later. 
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",73,0,"haha, my friend tyler literally just asked if you could get him a dubsack"
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,161,0,hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,50,0,great. have a safe trip. dont panic surrender all.
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",137,0,"symptoms when u are in love: ""1.u like listening songs 2.u get stopped where u see the name of your beloved 3.u won't get angry when your"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,120,0,sun ah... thk mayb can if dun have anythin on... thk have to book e lesson... e pilates is at orchard mrt u noe hor...  
ham,Try to do something dear. You read something for exams,54,0,try to do something dear. you read something for exams
ham,Gettin rdy to ship comp,23,0,gettin rdy to ship comp
ham,I am in hospital da. . I will return home in evening,52,0,i am in hospital da. . i will return home in evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),90,0,piss is talking is someone that realise u that point this at is it.(now read it backwards)
ham,Think + da. You wil do.,23,0,think + da. you wil do.
ham,I'm awake oh. What's up.,24,0,i'm awake oh. what's up.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,156,0,good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe
ham,How much u trying to get?,25,0,how much u trying to get?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",73,0,"come around  &lt;decimal&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Tell me again what your address is,34,0,tell me again what your address is
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,208,0,should i buy him a blackberry bold 2 or torch. should i buy him new or used. let me know. plus are you saying i should buy the  &lt;#&gt; g wifi ipad. and what are you saying about the about the  &lt;#&gt; g?
ham,But you were together so you should be thinkin about him,56,0,but you were together so you should be thinkin about him
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,112,0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,At WHAT TIME should i come tomorrow,35,0,at what time should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,156,1,wanna have a laugh? try chit-chat on your mobile now! logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",119,0,"cha quiteamuzing thatscool babe,probpop in & cu satthen hunny 4brekkie! love jen xxx. psxtra lrg portions 4 me please "
ham,Omg how did u know what I ate?,30,0,omg how did u know what i ate?
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142,1,urgent! this is the 2nd attempt to contact u!u have won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. max£7. 50
ham,:( but your not here....,24,0,:( but your not here....
ham,Not directly behind... Abt 4 rows behind ü...,45,0,not directly behind... abt 4 rows behind ü...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,115,1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",159,1,"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",152,1,"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
ham,No plans yet. What are you doing ?,34,0,no plans yet. what are you doing ?
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,142,0,hi ....my engagement has been fixd on  &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,Not course. Only maths one day one chapter with in one month we can finish.,75,0,not course. only maths one day one chapter with in one month we can finish.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),95,0,wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-)
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,77,0,noooooooo please. last thing i need is stress. for once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,158,1,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",79,0,"i'll see if i can swing by in a bit, got some things to take care of here firsg"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),229,0,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person. i'll make a trip to ptbo for that. i hope everything is good with you babe and i love ya :)
ham,Have you not finished work yet or something?,44,0,have you not finished work yet or something?
ham,Right it wasnt you who phoned it was someone with a number like yours!,70,0,right it wasnt you who phoned it was someone with a number like yours!
ham,It's ok i wun b angry. Msg u aft i come home tonight.,53,0,it's ok i wun b angry. msg u aft i come home tonight.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,106,0,i had a good time too. its nice to do something a bit different with my weekends for a change. see ya soon
ham,Yo sorry was in the shower sup,30,0,yo sorry was in the shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",86,0,"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit"
ham,Full heat pa:-) i have applyed oil pa.,38,0,full heat pa:-) i have applyed oil pa.
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,67,0,i'm stuck in da middle of da row on da right hand side of da lt... 
ham,Have you laid your airtel line to rest?,39,0,have you laid your airtel line to rest?
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,97,0,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,144,1,freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",153,0,"hey j! r u feeling any better, hopeso hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,And I don't plan on staying the night but I prolly won't be back til late,73,0,and i don't plan on staying the night but i prolly won't be back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,35,0,thanx 4 puttin da fone down on me!!
